timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T20:36:01,TXN100762,0.7,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,3876.89
2026-09-04T20:36:01,TXN100763,0.219,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:01,TXN100764,0.547,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,695.31
2026-09-04T20:36:01,TXN100765,0.646,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:01,TXN100766,0.22,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:01,TXN100767,0.049,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:02,TXN100768,0.332,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:02,TXN100769,0.166,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:02,TXN100770,0.253,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:02,TXN100771,0.33,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:02,TXN100772,0.199,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:02,TXN100773,0.803,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,6079.25
2026-09-04T20:36:02,TXN100774,0.601,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100775,0.367,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,2417.93
2026-09-04T20:36:02,TXN100776,0.449,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,3592.15
2026-09-04T20:36:02,TXN100777,0.299,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:02,TXN100778,0.206,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:02,TXN100779,0.778,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100780,0.275,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:02,TXN100781,0.117,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100782,0.119,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:02,TXN100783,0.175,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:02,TXN100784,0.431,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,2886.83
2026-09-04T20:36:02,TXN100785,0.663,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:02,TXN100786,0.203,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100787,0.831,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,6132.0
2026-09-04T20:36:02,TXN100788,0.336,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100789,0.228,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100790,0.727,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2468.75
2026-09-04T20:36:02,TXN100791,0.567,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100792,0.278,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:02,TXN100793,0.114,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:02,TXN100794,0.185,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,467.05
2026-09-04T20:36:02,TXN100795,0.145,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100796,0.224,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100797,0.636,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100798,0.514,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100799,0.743,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100800,0.102,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100801,0.601,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2456.73
2026-09-04T20:36:02,TXN100802,0.483,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100803,0.109,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100804,0.721,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,6476.56
2026-09-04T20:36:02,TXN100805,0.114,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100806,0.153,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:02,TXN100807,0.536,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:02,TXN100808,0.141,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:02,TXN100809,0.265,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,1875.04
2026-09-04T20:36:02,TXN100810,0.111,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:02,TXN100811,0.088,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:02,TXN100812,0.379,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,2044.13
2026-09-04T20:36:02,TXN100813,0.713,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:02,TXN100814,0.676,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:02,TXN100815,0.225,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:02,TXN100816,0.288,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
